Jump,Date,Exit,Open,Delay,Total,Vmax,Vavg,Fallrate,Profile,Place,Aircraft,Type
312,2020-10-31,"13,500",0,60.0,5:50:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
313,2020-10-31,"13,500",0,60.0,5:52:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
314,2020-10-31,"13,500",0,60.0,5:52:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,SPEEDSTAR
315,2020-10-31,"13,500",0,60.0,5:54:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
316,2020-10-31,"13,500",0,60.0,5:54:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
317,2020-10-31,"13,500",0,60.0,5:66:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
318,2020-10-31,"13,500",0,90.0,5:67:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
319,2020-10-31,"13,500",0,60.0,5:68:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
320,2020-10-31,"13,500",0,60.0,5:69:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
321,2020-11-01,"13,500",0,60.0,5:00:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
322,2020-11-01,"13,500",0,60.0,5:01:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
323,2020-11-01,"13,500",0,60.0,5:02:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
324,2020-11-01,"13,500",0,60.0,5:03:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
325,2020-11-01,"13,500",0,60.0,5:04:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
326,2020-11-01,"13,500",0,60.0,5:05:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
327,2020-11-01,"13,500",0,90.0,5:16:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
328,2020-11-01,"13,500",0,90.0,5:18:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
329,2020-11-01,"13,500",0,90.0,5:110:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
330,2020-11-07,"13,500",0,60.0,5:10:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
331,2020-11-07,"13,500",0,60.0,5:12:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
332,2020-11-07,"13,500",0,60.0,5:12:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
333,2020-11-07,"13,500",0,60.0,5:14:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
334,2020-11-07,"13,500",0,60.0,5:14:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
335,2020-11-07,"13,500",0,60.0,5:26:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
336,2020-11-07,"13,500",0,60.0,5:26:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
337,2020-11-07,"13,500",0,60.0,5:28:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
338,2020-11-07,"13,500",0,60.0,5:28:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
339,2020-11-15,"13,500",0,60.0,5:210:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
340,2020-11-15,"13,500",0,60.0,5:20:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
341,2020-11-15,"13,500",0,60.0,5:22:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
342,2020-11-15,"13,500",0,60.0,5:22:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
343,2020-11-15,"13,500",0,60.0,5:24:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
344,2020-11-15,"13,500",0,90.0,5:25:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
345,2020-11-15,"13,500",0,90.0,5:36:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
346,2020-11-15,"13,500",0,90.0,5:38:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
347,2020-11-15,"13,500",0,60.0,5:39:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
348,2020-11-21,"13,500",0,60.0,6:30:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
349,2020-11-21,"13,500",0,60.0,6:31:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
350,2020-11-21,"13,500",0,60.0,6:32:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
351,2020-11-21,"13,500",0,60.0,6:33:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
352,2020-11-25,"13,500",0,60.0,6:34:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
353,2020-11-25,"13,500",0,60.0,6:45:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
354,2020-11-25,"13,500",0,60.0,6:46:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
355,2020-11-25,"13,500",0,60.0,6:47:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
356,2020-11-25,"13,500",0,60.0,6:48:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
357,2020-11-25,"13,500",0,60.0,6:49:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
358,2020-11-28,"13,500",0,60.0,6:40:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
359,2020-11-28,"13,500",0,60.0,6:41:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
360,2020-11-28,"13,500",0,60.0,6:42:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
361,2020-11-28,"13,500",0,60.0,6:43:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
362,2020-11-28,"13,500",0,60.0,6:44:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
363,2020-11-30,"13,500",0,60.0,6:45:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
364,2020-11-30,"13,500",0,60.0,6:56:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
365,2020-11-30,"13,500",0,60.0,6:57:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
366,2020-11-30,"13,500",0,60.0,6:58:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
367,2020-11-30,"13,500",0,60.0,6:59:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
368,2020-12-05,"13,500",0,60.0,6:50:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
369,2020-12-05,"13,500",0,60.0,6:51:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
370,2020-12-05,"13,500",0,60.0,6:52:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
371,2020-12-05,"13,500",0,60.0,6:53:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
372,2020-12-05,"13,500",0,60.0,6:54:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
373,2020-12-05,"13,500",0,60.0,6:65:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
374,2020-12-05,"13,500",0,60.0,6:66:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
375,2020-12-05,"13,500",0,60.0,6:67:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
376,2020-12-06,"10,500",0,15.0,6:67:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
377,2020-12-06,"6,500",0,15.0,6:68:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
378,2020-12-06,"13,500",0,60.0,6:68:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
379,2020-12-06,"13,500",0,60.0,6:610:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
380,2020-12-06,"13,500",0,60.0,6:00:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
381,2020-12-12,"13,500",0,60.0,6:02:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
382,2020-12-12,"13,500",0,60.0,6:02:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
383,2020-12-12,"13,500",0,60.0,6:04:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
384,2020-12-12,"13,500",0,60.0,6:04:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
385,2020-12-12,"13,500",0,60.0,6:16:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
386,2020-12-12,"13,500",0,60.0,6:16:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
387,2020-12-12,"13,500",0,60.0,6:18:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
388,2020-12-20,"13,500",0,60.0,6:18:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
389,2020-12-20,"13,500",0,60.0,6:110:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
390,2020-12-20,"13,500",0,90.0,6:11:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
391,2020-12-20,"13,500",0,60.0,6:12:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
392,2020-12-20,"13,500",0,60.0,6:13:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
393,2020-12-20,"13,500",0,60.0,6:14:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
394,2020-12-26,"13,500",0,60.0,6:25:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
395,2020-12-26,"13,500",0,60.0,6:26:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
396,2020-12-26,"13,500",0,60.0,6:27:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
397,2020-12-26,"13,500",0,60.0,6:28:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
398,2020-12-26,"13,500",0,60.0,6:29:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
399,2020-12-26,"13,500",0,60.0,6:20:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
400,2020-12-26,"13,500",0,60.0,6:21:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
401,2020-12-26,"13,500",0,60.0,6:22:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
402,2020-12-26,"13,500",0,60.0,6:23:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
403,2021-01-02,"6,500",0,15.0,6:23:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
404,2021-01-02,"6,500",0,15.0,6:24:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
405,2021-01-02,"6,500",0,15.0,6:24:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
406,2021-01-02,"6,500",0,15.0,6:24:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
407,2021-01-02,"6,500",0,15.0,6:24:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
408,2021-01-02,"6,500",0,15.0,6:24:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
409,2021-01-03,"13,500",0,60.0,6:36:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
410,2021-01-03,"13,500",0,60.0,6:36:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
411,2021-01-03,"13,500",0,60.0,6:38:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
412,2021-01-03,"13,500",0,60.0,6:38:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
413,2021-01-03,"13,500",0,60.0,6:310:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
414,2021-01-03,"13,500",0,60.0,7:30:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
415,2021-01-03,"13,500",0,60.0,7:32:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
416,2021-01-03,"13,500",0,60.0,7:32:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
417,2021-01-08,"13,500",0,60.0,7:34:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
418,2021-01-08,"13,500",0,60.0,7:34:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
419,2021-01-08,"13,500",0,60.0,7:46:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
420,2021-01-09,"13,500",0,60.0,7:46:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
421,2021-01-09,"13,500",0,60.0,7:48:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
422,2021-01-09,"13,500",0,60.0,7:48:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
423,2021-01-09,"13,500",0,60.0,7:410:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
424,2021-01-09,"13,500",0,60.0,7:40:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
425,2021-01-09,"13,500",0,60.0,7:42:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
426,2021-01-09,"13,500",0,60.0,7:42:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
427,2021-01-09,"13,500",0,60.0,7:44:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
428,2021-01-09,"13,500",0,60.0,7:44:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
429,2021-01-16,"13,500",0,60.0,7:56:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
430,2021-01-16,"13,500",0,60.0,7:56:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
431,2021-01-16,"13,500",0,60.0,7:58:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
432,2021-01-16,"13,500",0,60.0,7:58:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
433,2021-01-16,"13,500",0,60.0,7:510:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
434,2021-01-16,"13,500",0,60.0,7:50:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
435,2021-01-16,"13,500",0,60.0,7:52:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
436,2021-01-16,"13,500",0,60.0,7:52:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
437,2021-01-16,"13,500",0,60.0,7:54:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
438,2021-01-17,"6,500",0,15.0,7:54:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
439,2021-01-17,"6,500",0,15.0,7:54:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
440,2021-01-17,"6,500",0,15.0,7:54:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
441,2021-01-17,"13,500",0,60.0,7:65:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
442,2021-01-17,"13,500",0,60.0,7:66:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
443,2021-01-17,"13,500",0,60.0,7:67:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
444,2021-03-06,"13,500",0,60.0,7:68:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
445,2021-03-06,"13,500",0,60.0,7:69:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
446,2021-03-06,"13,500",0,60.0,7:00:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
447,2021-03-06,"13,500",0,60.0,7:01:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
448,2021-03-06,"13,500",0,90.0,7:03:45,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
449,2021-03-07,"13,500",0,60.0,7:04:45,0.0,0.0,Manual,,Spaceland Dallas,King Air,TRACK
450,2021-03-07,"13,500",0,60.0,7:05:45,0.0,0.0,Manual,,Spaceland Dallas,King Air,TRACK
451,2021-03-07,"13,500",0,90.0,7:16:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
452,2021-03-07,"13,500",0,90.0,7:18:45,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
453,2021-03-07,"13,500",0,90.0,7:19:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
454,2021-03-07,"13,500",0,90.0,7:11:45,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
455,2021-03-20,"13,500",0,90.0,7:12:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
456,2021-03-20,"13,500",0,60.0,7:13:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
457,2021-03-20,"13,500",0,90.0,7:15:45,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
458,2021-03-20,"13,500",0,60.0,7:26:45,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
459,2021-03-20,"13,500",0,60.0,7:27:45,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
460,2021-03-20,"13,500",0,60.0,7:28:45,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
461,2021-03-20,"13,500",0,90.0,7:29:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
462,2021-03-21,"13,500",0,60.0,7:20:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
463,2021-03-21,"13,500",0,60.0,7:21:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
464,2021-03-21,"13,500",0,90.0,7:23:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
465,2021-03-21,"13,500",0,90.0,7:24:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
466,2021-03-21,"13,500",0,60.0,7:35:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
467,2021-03-28,"13,500",0,60.0,7:36:25,0.0,0.0,Manual,,Spaceland Dallas,King Air,ANGLE
468,2021-03-28,"13,500",0,90.0,7:38:45,0.0,0.0,Manual,,Spaceland Dallas,King Air,WS
469,2021-03-28,"13,500",0,60.0,7:39:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
470,2021-03-28,"13,500",0,90.0,8:30:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
471,2021-03-28,"13,500",0,90.0,8:32:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
472,2021-03-28,"13,500",0,90.0,8:33:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
473,2021-03-28,"13,500",0,90.0,8:35:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
474,2021-04-03,"6,500",0,15.0,8:45:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
475,2021-04-03,"13,500",0,90.0,8:46:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
476,2021-04-03,"13,500",0,90.0,8:48:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
477,2021-04-10,"13,500",0,60.0,8:49:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
478,2021-04-10,"13,500",0,60.0,8:40:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
479,2021-04-10,"13,500",0,90.0,8:42:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
480,2021-04-10,"13,500",0,90.0,8:43:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
481,2021-04-10,"13,500",0,60.0,8:44:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
482,2021-04-10,"13,500",0,60.0,8:45:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
483,2021-04-10,"13,500",0,60.0,8:56:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
484,2021-04-10,"13,500",0,60.0,8:57:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
485,2021-04-10,"13,500",0,60.0,8:58:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
486,2021-04-10,"13,500",0,60.0,8:59:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
487,2021-04-10,"13,500",0,60.0,8:50:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
488,2021-04-11,"13,500",0,60.0,8:51:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
489,2021-04-18,"13,500",0,60.0,8:52:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
490,2021-04-18,"13,500",0,60.0,8:53:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
491,2021-04-18,"13,500",0,60.0,8:54:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
492,2021-04-18,"13,500",0,60.0,8:65:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
493,2021-04-18,"13,500",0,90.0,8:66:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
494,2021-04-18,"13,500",0,90.0,8:68:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
495,2021-04-18,"13,500",0,90.0,8:610:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
496,2021-04-18,"13,500",0,90.0,8:01:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
497,2021-04-24,"13,500",0,60.0,8:02:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
498,2021-04-24,"13,500",0,60.0,8:03:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
499,2021-04-24,"13,500",0,60.0,8:04:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
500,2021-04-24,"13,500",0,90.0,8:16:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
501,2021-04-25,"13,500",0,60.0,8:16:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
502,2021-04-25,"13,500",0,60.0,8:18:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
503,2021-04-25,"13,500",0,60.0,8:18:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
504,2021-04-25,"13,500",0,90.0,8:10:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
505,2021-04-25,"13,500",0,90.0,8:12:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
506,2021-04-25,"13,500",0,90.0,8:13:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
507,2021-04-25,"13,500",0,90.0,8:14:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
508,2021-04-25,"13,500",0,90.0,8:26:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
509,2021-04-25,"13,500",0,90.0,8:28:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
510,2021-05-05,"13,500",0,60.0,8:28:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
511,2021-05-05,"13,500",0,60.0,8:210:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
512,2021-05-05,"13,500",0,60.0,8:20:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
513,2021-05-05,"13,500",0,60.0,8:22:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
514,2021-05-05,"13,500",0,60.0,8:22:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
515,2021-05-05,"13,500",0,60.0,8:24:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
516,2021-05-05,"13,500",0,60.0,8:24:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
517,2021-05-05,"13,500",0,60.0,8:36:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
518,2021-05-05,"13,500",0,60.0,8:36:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
519,2021-05-05,"13,500",0,60.0,8:38:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
520,2021-05-05,"13,500",0,60.0,8:38:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
521,2021-05-05,"13,500",0,60.0,8:310:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
522,2021-05-23,"13,500",0,60.0,9:30:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
523,2021-05-23,"13,500",0,60.0,9:32:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
524,2021-05-23,"13,500",0,60.0,9:32:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
525,2021-05-23,"13,500",0,60.0,9:34:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
526,2021-05-23,"13,500",0,60.0,9:34:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
527,2021-05-30,"13,500",0,60.0,9:46:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
528,2021-05-30,"6,500",0,15.0,9:46:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
529,2021-06-12,"13,500",0,60.0,9:47:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
530,2021-06-12,"13,500",0,90.0,9:48:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
531,2021-06-12,"13,500",0,90.0,9:410:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
532,2021-06-12,"13,500",0,90.0,9:41:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
533,2021-06-12,"13,500",0,90.0,9:43:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
534,2021-06-12,"13,500",0,90.0,9:44:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
535,2021-06-12,"13,500",0,90.0,9:56:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,WS
536,2021-06-13,"13,500",0,60.0,9:57:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
537,2021-06-13,"13,500",0,60.0,9:58:45,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
538,2021-06-13,"13,500",0,90.0,9:59:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
539,2021-06-13,"13,500",0,60.0,9:50:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
540,2021-06-13,"13,500",0,60.0,9:51:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
541,2021-06-13,"13,500",0,60.0,9:52:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,ANGLE
542,2021-06-18,"13,500",0,60.0,9:53:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,ANGLE
543,2021-06-18,"6,500",0,15.0,9:54:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
544,2021-06-19,"13,500",0,90.0,9:65:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,WS
545,2021-06-19,"13,500",0,60.0,9:66:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
546,2021-06-19,"13,500",0,60.0,9:67:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
547,2021-06-20,"13,500",0,60.0,9:68:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,TRACK
548,2021-06-20,"13,500",0,60.0,9:69:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,TRACK
